Product / Vertical;Country;Vendor;Domain;Source type;CATEGORY;entity;Term Alias;Term code;Term name;Term description;Json/XML Tag(if different);Default representation;Color scale;Data type;Length;Decimal;Units (Symbols);Accuracy;Range;Data_visibility;Data_source;Granularity;time zone;KPIs of KPIs;KPI formula;Example;IP source;schema_db;db_table_source;hierarchy;first_collection;last_collection
WIRELESS;MEX;HUAWEI;TX;PM;QoS;MW;;TLLTT;Transmitted Level Low Threshold Time. The TLLTT indicates the duration when the ODU at the local end has a transit power higher than the lower threshold.;Transmitted Level Low Threshold Time. The TLLTT indicates the duration when the ODU at the local end has a transit power higher than the lower threshold.;;numerical;no;integer;;0;Second;;;;;15;;;;;xxx.xxx.xxx.xxx;;PM_IG30028;resourcename,deviceid,devicename;;
WIRELESS;MEX;HUAWEI;TX;PM;QoS;MW;;TSL_AVG;Tranmited Signal Level Average;Valor promedio de nivel de señal transmitido en una microondas;;numerical;no;integer;;0;dBm;;;;;15;;;;;xxx.xxx.xxx.xxx;;PM_IG30028;resourcename,deviceid,devicename;;
WIRELESS;MEX;HUAWEI;TX;PM;QoS;MW;;TSL_CUR;Transmited Signal Level Current;Valor actual de nivel de señal transmitido en una microondas;;numerical;no;integer;;0;dBm;;;;;15;;;;;xxx.xxx.xxx.xxx;;PM_IG30028;resourcename,deviceid,devicename;;
WIRELESS;MEX;HUAWEI;TX;PM;QoS;MW;;TSL_MAX;Transmited Signal Level MAX;Maximo valor de nivel de señal transmitido en una microondas;;numerical;no;integer;;0;dBm;;;;;15;;;;;xxx.xxx.xxx.xxx;;PM_IG30028;resourcename,deviceid,devicename;;
WIRELESS;MEX;HUAWEI;TX;PM;QoS;MW;;TSL_MIN;Transmited Signal Level MIN;Mínimo valor de nivel de señal transmitido en una microondas;;numerical;no;integer;;0;dBm;;;;;15;;;;;xxx.xxx.xxx.xxx;;PM_IG30028;resourcename,deviceid,devicename;;
WIRELESS;MEX;HUAWEI;TX;PM;QoS;MW;;TX_DROP_PKTS;Indicates the packet loss count in the transmit direction.;Indicates the packet loss count in the transmit direction.;;numerical;no;integer;;0;packets;;;;;15;;;;;xxx.xxx.xxx.xxx;;PM_IG30014;resourcename,deviceid,devicename;;
WIRELESS;MEX;HUAWEI;TX;PM;TRAFFIC;MW;;TXPKTS;Indicates the packets transmitted.;Indicates the packets transmitted.;;numerical;no;integer;;0;packets;;;;;15;;;;;xxx.xxx.xxx.xxx;;PM_IG30014;resourcename,deviceid,devicename;;
WIRELESS;MEX;HUAWEI;TX;PM;QoS;MW;;XPD_MAX;XPD value within 15 minutes or 24 hours - Max;XPD value within 15 minutes or 24 hours - Max;;numerical;no;float;;2;dB;;;;;15;;;;;xxx.xxx.xxx.xxx;;PM_IG30029;resourcename,deviceid,devicename;;
WIRELESS;MEX;HUAWEI;TX;PM;QoS;MW;;XPD_MIN;XPD value within 15 minutes or 24 hours - Min;XPD value within 15 minutes or 24 hours - Min;;numerical;no;float;;2;dB;;;;;15;;;;;xxx.xxx.xxx.xxx;;PM_IG30029;resourcename,deviceid,devicename;;
WIRELESS;MEX;HUAWEI;TX;PM;QoS;MW;;XPIC_XPD_VALUE;XPD value after the XPIC function is enabled;XPD value after the XPIC function is enabled;;numerical;no;float;;2;dB;;;;;15;;;;;xxx.xxx.xxx.xxx;;PM_IG30029;resourcename,deviceid,devicename;;
WIRELESS;MEX;HUAWEI;TX;CM;CONFIGURATION;MW;;Bandwidth;Ancho de Banda;Ancho de Banda;;numerical;no;integer;4;0;MHz;;;;;;;;;28MHz;;;;;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;CONFIGURATION;LNK;Link_Capacity;lnk_capacity;Capacidad;Capacidad del enlace;;numerical;no;integer;4;0;Mbps;;;;;daily;;;;432;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WEATHER;ES;WDNA;;WI;;LNK;;precipitation_steps;Número de pasos (timestamp) con datos respecto a los esperados.;;;;;;;;;;;;;;;;SUM(n_time_c7a) / (96 * 96) * 100;;;;;;;
WEATHER;ES;WDNA;;WI;;LNK;;min_precipitation_steps;Mínimo de pasos usado para calcular la precipitación;;;;;;;;;;;;;;;;MIN(n_time_c7a);;;;;;;
WEATHER;ES;WDNA;;WI;;LNK;;max_precipitation_steps;Máximo de pasos usado para calcular la precipitación;;;;;;;;;;;;;;;;MAX(n_time_c7a);;;;;;;
WIRELESS;MEX;HUAWEI;TX;PM;TRAFFIC;MW;;PORT_RX_BW_UTILIZATION_AVG;;Promedio de utilización de ancho de banda en el puerto en dirección de recepción.;;;;;;;;;;;;;;;;;;;;;;
WIRELESS;MEX;HUAWEI;TX;PM;TRAFFIC;MW;;PORT_TX_BW_UTILIZATION_AVG;;Promedio de utilización de ancho de banda en el puerto en dirección de transmisión;;;;;;;;;;;;;;;;;;;;;;
WIRELESS;MEX;HUAWEI;TX;PM;TRAFFIC;MW;;bw_utilization_max;;La fórmula devuelve el porcentaje máximo de utilización de ancho de banda de un puerto, considerando tanto entrada (RX) como salida (TX);;;;float;3;2;%;;;;;15;;;GREATEST(ROUND(AVG(PORT_RX_BW_UTILIZATION_AVG),2), ROUND(AVG(PORT_TX_BW_UTILIZATION_AVG),2));;xxx.xxx.xxx.xxx;;PM_IG30014;resourcename,deviceid,devicename;;
WIRELESS;MEX;HUAWEI;TX;PM;TRAFFIC;MW;;bw_utilization_min;;Nivel mínimo de ocupación (%) que tuvo el puerto Ethernet en la ventana de muestreo, tomando el valor más bajo entre tráfico recibido y transmitido;;;;float;3;2;%;;;;;15;;;LEAST(ROUND(MIN(PORT_RX_BW_UTILIZATION_MIN),2), ROUND(MIN(PORT_TX_BW_UTILIZATION_MIN),2));;xxx.xxx.xxx.xxx;;PM_IG30014;resourcename,deviceid,devicename;;
WIRELESS;MEX;HUAWEI;TX;PM;TRAFFIC;MW;THROUGHPUT;throughput_max;;La fórmula mide el tráfico máximo en Mbps que pasa por un puerto Ethernet Huawei, tomando el mayor valor entre descarga (RX) y subida (TX). Podemos anticipar riesgos de saturación;;;;float;;2;Mbps;;;;;15;;;GREATEST(ROUND(AVG(ETH_RX_THROUGHPUT_AVG/1000),2), ROUND(AVG(ETH_TX_THROUGHPUT_AVG/1000),2));;xxx.xxx.xxx.xxx;;PM_IG30014;resourcename,deviceid,devicename;;
WIRELESS;MEX;HUAWEI;TX;PM;TRAFFIC;MW;THROUGHPUT;throughput_min;;Mínimo throughput efectivo (en Mbps) cursado por un puerto Ethernet durante la ventana de tiempo, tomando el menor valor entre recepción y transmisión.;;;;float;;2;Mbps;;;;;15;;;LEAST(ROUND(MIN(ETH_RX_THROUGHPUT_MIN/1000),2), ROUND(MIN(ETH_TX_THROUGHPUT_MIN/1000),2));;xxx.xxx.xxx.xxx;;PM_IG30014;resourcename,deviceid,devicename;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;COVERAGE;LNK;;lnk_distance;;Distancia entre origen (SRC) y destino (SNK);;;no;float;4;4;;;;;;daily;;;;;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;CONFIGURATION;LNK;;src_vendor;Proveedor del equipo Hardware origen;;;;;string;;NA;NA;;;;;daily;;;;;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;LOCATION;LNK;;src_region;;Region a la que pertenece el origen;;;no;string;;NA;NA;;;;;daily;;;;;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;LOCATION;LNK;;src_city;;Ciudad a la que pertenece el origen del enlace;;;no;string;;NA;NA;;;;;daily;;;;;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;ID;LNK;;src_site_id;;Nodo RAN donde esta ubicado el origen del enlace;;;;string;;NA;NA;;;;;daily;;;;;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;LOCATION;LNK;;src_lon;Geographics longitude;Longitud geográfica del enlace origen;;;;;;;;;;;;daily;;;;;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;LOCATION;LNK;;src_lat;Geographics latitude;Latitud geográfica del enlace destino;;;;;;;;;;;;daily;;;;;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;ID;LNK;;src_ne_name;;Nombre del origen del enlace (NE = Network Element);;;;string;;NA;NA;;;;;daily;;;;;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;ID;LNK;;src_resource_name;;Identificador origen del enlace combinando SRC_NE_NAME, SRC_SLOT, SRC_BOARD y SRC_PORT;;;;string;;NA;NA;;;;;daily;;;;;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;ID;LNK;;src_slot;;Slot origen;;;;string;;NA;NA;;;;;daily;;;;;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;ID;LNK;;src_board;;Tarjeta origen;;;;string;;NA;NA;;;;;daily;;;;;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;ID;LNK;;src_port;;Puerto origen;;;;string;;NA;NA;;;;;daily;;;;;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;CONFIGURATION;LNK;;src_protect_type;;;;;no;string;;NA;NA;;;;;daily;;;;;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;CONFIGURATION;LNK;;src_ne_type;;;;;no;string;;NA;NA;;;;;daily;;;;;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;CONFIGURATION;LNK;;src_polarization;;Polarización del origen del enlace (H=horizontal y V=Vertical);;;no;character;2;NA;NA;;;;;daily;;;;;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;CONFIGURATION;LNK;;src_port_type;;Tipo de puerto origen, por defecto, MicrowaveIF;;;no;string;;NA;NA;;;;;daily;;;;;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;CONFIGURATION;LNK;;src_bw;;Ancho de banda del origen;;;;integer;4;0;MHz;;;;;daily;;;;;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;CONFIGURATION;LNK;;src_capacity;;Capacidad origen del enlace;;;;;;;;;;;;daily;;;;;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;CONFIGURATION;LNK;;src_freq;;Frecuencia del lado origen del enlace;;;;;;;;;;;;daily;;;;;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;CONFIGURATION;LNK;;snk_vendor;Proveedor del equipo Hardware destino;;;;;string;;NA;NA;;;;;daily;;;;;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;LOCATION;LNK;;snk_region;;Region a la que pertenece el destino;;;no;string;;NA;NA;;;;;daily;;;;;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;LOCATION;LNK;;snk_city;;Ciudad a la que pertenece el destino del enlace;;;no;string;;NA;NA;;;;;daily;;;;;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;ID;LNK;;snk_site_id;;Nodo RAN donde esta ubicado el destino del enlace;;;;string;;NA;NA;;;;;daily;;;;;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;LOCATION;LNK;;snk_lon;Geographics longitude;Longitud geográfica del enlace destino;;;;;;;;;;;;daily;;;;;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;LOCATION;LNK;;snk_lat;Geographics latitude;Latitud geográfica del enlace destino;;;;;;;;;;;;daily;;;;;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;ID;LNK;;snk_ne_name;;Nombre del destino del enlace (NE = Network Element);;;;string;;NA;NA;;;;;daily;;;;;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;ID;LNK;;snk_resource_name;;Identificador destino del enlace combinando SNK_NE_NAME, SNK_SLOT, SNK_BOARD y SNK_PORT;;;;string;;NA;NA;;;;;daily;;;;;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;ID;LNK;;snk_slot;;Slot destino;;;;string;;NA;NA;;;;;daily;;;;;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;ID;LNK;;snk_board;;Tarjeta destino;;;;string;;NA;NA;;;;;daily;;;;;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;ID;LNK;;snk_port;;Puerto destino;;;;string;;NA;NA;;;;;daily;;;;;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;CONFIGURATION;LNK;;snk_protect_type;;;;;no;string;;NA;NA;;;;;daily;;;;;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;CONFIGURATION;LNK;;snk_ne_type;;;;;no;string;;NA;NA;;;;;daily;;;;;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;CONFIGURATION;LNK;;snk_polarization;;Polarización del destino del enlace (H=horizontal y V=Vertical);;;no;character;2;NA;NA;;;;;daily;;;;;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;CONFIGURATION;LNK;;snk_port_type;;Tipo de puerto destino, por defecto, MicrowaveIF;;;no;string;;NA;NA;;;;;daily;;;;;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;CONFIGURATION;LNK;;snk_bw;;Ancho de banda del destino;;;;integer;4;0;MHz;;;;;daily;;;;;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;CONFIGURATION;LNK;;snk_capacity;;Capacidad destino del enlace;;;;;;;;;;;;daily;;;;;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WIRELESS;MEX;HUAWEI;TX;AUDIT;CONFIGURATION;LNK;;snk_freq;;Frecuencia del lado destino del enlace;;;;;;;;;;;;daily;;;;;xxx.xxx.xxx.xxx;;CM_AUDIT_MASTERLINKS;date,lnk_id,lnk_name;;
WIRELESS;MEX;HUAWEI;RAN_4G;PM;ID;LCELL;enb_agg;subnetwork;Enodeb aggregato;Enodeb aggregato;;;;string;;;;;;;;;;;;AGUAGU0002;xxx.xxx.xxx.xxx;;PM_ERAB_REL_CELL;enodeb_id,cell_name,enodeb_function_name;;
WIRELESS;MEX;HUAWEI;RAN_4G;PM;ID;LCELL;enb_id;ENODEB_FUNCTION_NAME;enodeb name;Nombre del eNodeB;;;;string;;;;;;;;;;;;;xxx.xxx.xxx.xxx;;PM_ERAB_REL_CELL;enodeb_id,cell_name,enodeb_function_name;;
WIRELESS;MEX;HUAWEI;RAN_4G;PM;ID;LCELL;cell_id;CELL_NAME;Nombre celda;Nombre de la celda;;;;string;;;;;;;;;;;;;xxx.xxx.xxx.xxx;;PM_ERAB_REL_CELL;enodeb_id,cell_name,enodeb_function_name;;
WIRELESS;MEX;HUAWEI;RAN_4G;PM;DATE;LCELL;date;DATE;DATE;Fecha, estructura básica AÑO-MES-DIA tambien puede añadir más precisión incluyendo hora y minutos;;;;date;;;;;;;;;;;;;xxx.xxx.xxx.xxx;;PM_ERAB_REL_CELL;enodeb_id,cell_name,enodeb_function_name;;
WIRELESS;MEX;HUAWEI;RAN_4G;AUDIT;CONFIGURATION;LCELL;EARFCN;UARFCN;Downlink EARFCN ;Downlink E-UTRA Absolute Radio Frequency Channel Number;;;;integer;;0;;;;;;;;;;;xxx.xxx.xxx.xxx;;cm_audit_mastercells;managed_object1,managed_object2,managed_object3;;
WIRELESS;MEX;HUAWEI;RAN_4G;AUDIT;CONFIGURATION;LCELL;PHYCELLID;PCI;Physical CellID;"Physical Cell ID (PCI) usado en sincronización y HO; evita colisión/confusión y guía HO/selección.";;;;integer;;0;;;;;;;;;;304;xxx.xxx.xxx.xxx;;cm_audit_mastercells;managed_object1,managed_object2,managed_object3;;
WIRELESS;MEX;HUAWEI;RAN_4G;AUDIT;CONFIGURATION;LCELL;TAC;TAC;Tracking Area Code;Tracking Area Code - Para movilidad y paging. Similar al LAC en 3G;;;;integer;;0;;;;;;;;;;6312;xxx.xxx.xxx.xxx;wdna_operator_vendor;cm_audit_mastercells;managed_object1,managed_object2,managed_object3;;
WIRELESS;MEX;HUAWEI;RAN_4G;AUDIT;CONFIGURATION;LCELL;BANDWITH;BW;DL Bandwith;Downlink Bandwith;;;;integer;;0;;;;;;;;;;;xxx.xxx.xxx.xxx;wdna_operator_vendor;cm_audit_mastercells;managed_object1,managed_object2,managed_object3;;
WIRELESS;MEX;HUAWEI;RAN_4G;AUDIT;LOCATION;LCELL;longitude;LONG_WGS84;Geographics longitude;Longitud geográfica;;;;;;;;;;;;;;;;;xxx.xxx.xxx.xxx;wdna_operator_vendor;cm_audit_mastercells;managed_object1,managed_object2,managed_object3;;
WIRELESS;MEX;HUAWEI;RAN_4G;AUDIT;LOCATION;LCELL;lattitude;LAT_WGS84;Geographics latitude;Latitud geográfica;;;;;;;;;;;;;;;;;xxx.xxx.xxx.xxx;wdna_operator_vendor;cm_audit_mastercells;managed_object1,managed_object2,managed_object3;;
WIRELESS;MEX;HUAWEI;RAN_4G;AUDIT;ID;LCELL;enb_agg;MANAGED_OBJECT1;Enodeb aggregato;Enodeb aggregato. ;;;;string;;;;;;;;;;;;AGUAGU0002;xxx.xxx.xxx.xxx;wdna_operator_vendor;cm_audit_mastercells;managed_object1,managed_object2,managed_object3;;
WIRELESS;MEX;ERICSSON;RAN_4G;AUDIT;ID;LCELL;enb_agg;MANAGED_OBJECT1;Enodeb aggregato;Enodeb aggregato. Análogo al MANAGED_OBJECT1 en CM y RNCid en PM;;;;string;;;;;;;;;;;;AGUAGU0002;xxx.xxx.xxx.xxx;wdna_operator_vendor;cm_audit_mastercells;managed_object1,managed_object2,managed_object3;;
WIRELESS;MEX;SAMSUNG;RAN_4G;AUDIT;ID;LCELL;enb_agg;MANAGED_OBJECT1;Enodeb aggregato;Enodeb aggregato. Análogo al MANAGED_OBJECT1 en CM y RNCid en PM;;;;string;;;;;;;;;;;;AGUAGU0002;xxx.xxx.xxx.xxx;wdna_operator_vendor;cm_audit_mastercells;managed_object1,managed_object2,managed_object3;;
WIRELESS;MEX;NOKIA;RAN_4G;AUDIT;ID;LCELL;enb_agg;MANAGED_OBJECT1;Enodeb aggregato;Enodeb aggregato;;;;string;;;;;;;;;;;;AGUAGU0002;xxx.xxx.xxx.xxx;wdna_operator_vendor;cm_audit_mastercells;managed_object1,managed_object2,managed_object3;;
WIRELESS;MEX;HUAWEI;RAN_4G;AUDIT;ID;LCELL;enb_id;MANAGED_OBJECT2;enodeb name;Nombre del eNodeB;;;;string;;;;;;;;;;;;AGUAGU0002;xxx.xxx.xxx.xxx;wdna_operator_vendor;cm_audit_mastercells;managed_object1,managed_object2,managed_object3;;
WIRELESS;MEX;ERICSSON;RAN_4G;AUDIT;ID;LCELL;enb_id;MANAGED_OBJECT2;enodeb name;Nombre del eNodeB. Análogo al MANAGED_OBJECT2 en CM y BTSid en PM;;;;string;;;;;;;;;;;;AGUAGU0002;xxx.xxx.xxx.xxx;wdna_operator_vendor;cm_audit_mastercells;managed_object1,managed_object2,managed_object3;;
WIRELESS;MEX;SAMSUNG;RAN_4G;AUDIT;ID;LCELL;enb_id;MANAGED_OBJECT2;enodeb name;Nombre del eNodeB. Análogo al MANAGED_OBJECT2 en CM y BTSid en PM;;;;string;;;;;;;;;;;;AGUAGU0002;xxx.xxx.xxx.xxx;wdna_operator_vendor;cm_audit_mastercells;managed_object1,managed_object2,managed_object3;;
WIRELESS;MEX;NOKIA;RAN_4G;AUDIT;ID;LCELL;enb_id;MANAGED_OBJECT2;enodeb name;Nombre del eNodeB;;;;string;;;;;;;;;;;;AGUAGU0002;xxx.xxx.xxx.xxx;wdna_operator_vendor;cm_audit_mastercells;managed_object1,managed_object2,managed_object3;;
WIRELESS;MEX;HUAWEI;RAN_3G;AUDIT;ID;UCELL;rnc_id;MANAGED_OBJECT1;RNC Identificator;Nombre de la RNC;;;;string;;;;;;;;;;;;UAGUAGU0002;xxx.xxx.xxx.xxx;wdna_operator_vendor;cm_audit_mastercells;managed_object1,managed_object2,managed_object3;;
WIRELESS;MEX;HUAWEI;RAN_3G;AUDIT;ID;UCELL;unb_id;MANAGED_OBJECT2;BTSid;Nombre del NodeB;;;;string;;;;;;;;;;;;UAGUAGU0002;xxx.xxx.xxx.xxx;wdna_operator_vendor;cm_audit_mastercells;managed_object1,managed_object2,managed_object3;;
WIRELESS;MEX;ERICSSON;RAN_3G;AUDIT;ID;UCELL;rnc_id;MANAGED_OBJECT1;RNC Identificator;Nombre de la RNC;;;;string;;;;;;;;;;;;UAGUAGU0002;xxx.xxx.xxx.xxx;wdna_operator_vendor;cm_audit_mastercells;managed_object1,managed_object2,managed_object3;;
WIRELESS;MEX;ERICSSON;RAN_3G;AUDIT;ID;UCELL;unb_id;MANAGED_OBJECT2;BTSid;Nombre del NodeB;;;;string;;;;;;;;;;;;UAGUAGU0002;xxx.xxx.xxx.xxx;wdna_operator_vendor;cm_audit_mastercells;managed_object1,managed_object2,managed_object3;;
WIRELESS;MEX;NOKIA;RAN_3G;AUDIT;ID;UCELL;rnc_id;MANAGED_OBJECT1;RNC Identificator;Nombre de la RNC;;;;string;;;;;;;;;;;;UAGUAGU0002;xxx.xxx.xxx.xxx;wdna_operator_vendor;cm_audit_mastercells;managed_object1,managed_object2,managed_object3;;
WIRELESS;MEX;NOKIA;RAN_3G;AUDIT;ID;UCELL;unb_id;MANAGED_OBJECT2;BTSid;Nombre del NodeB;;;;string;;;;;;;;;;;;UAGUAGU0002;xxx.xxx.xxx.xxx;wdna_operator_vendor;cm_audit_mastercells;managed_object1,managed_object2,managed_object3;;
WIRELESS;MEX;HUAWEI;RAN_4G;AUDIT;ID;LCELL;cell_id;MANAGED_OBJECT3;cell name;Nombre identificativo de la celda, etiqueta.;;;;string;;;;;;;;;;;;MLAGUAGU0002_1_A;xxx.xxx.xxx.xxx;wdna_operator_vendor;cm_audit_mastercells;managed_object1,managed_object2,managed_object3;;
WIRELESS;MEX;ERICSSON;RAN_4G;AUDIT;ID;LCELL;cell_id;MANAGED_OBJECT3;cell name;Nombre identificativo de la celda, etiqueta.;;;;string;;;;;;;;;;;;MLAGUAGU0002_1_A;xxx.xxx.xxx.xxx;wdna_operator_vendor;cm_audit_mastercells;managed_object1,managed_object2,managed_object3;;
WIRELESS;MEX;SAMSUNG;RAN_4G;AUDIT;ID;LCELL;cell_id;MANAGED_OBJECT3;cell name;Nombre identificativo de la celda, etiqueta.;;;;string;;;;;;;;;;;;MLAGUAGU0002_1_A;xxx.xxx.xxx.xxx;wdna_operator_vendor;cm_audit_mastercells;managed_object1,managed_object2,managed_object3;;
WIRELESS;MEX;NOKIA;RAN_4G;AUDIT;ID;LCELL;cell_id;MANAGED_OBJECT3;cell name;Nombre identificativo de la celda, etiqueta.;;;;string;;;;;;;;;;;;MLAGUAGU0002_1_A;xxx.xxx.xxx.xxx;wdna_operator_vendor;cm_audit_mastercells;managed_object1,managed_object2,managed_object3;;
WIRELESS;MEX;HUAWEI;RAN_3G;AUDIT;ID;UCELL;cell_id;MANAGED_OBJECT3;Cell id;Nombre identificativo de la celda, etiqueta.;;;;string;;;;;;;;;;;;MUAGUAGU0002_1_H;xxx.xxx.xxx.xxx;wdna_operator_vendor;cm_audit_mastercells;managed_object1,managed_object2,managed_object3;;
WIRELESS;MEX;ERICSSON;RAN_3G;AUDIT;ID;UCELL;cell_id;MANAGED_OBJECT3;Cell id;Nombre identificativo de la celda, etiqueta.;;;;string;;;;;;;;;;;;EMUBCNMXC0071_1_H;xxx.xxx.xxx.xxx;wdna_operator_vendor;cm_audit_mastercells;managed_object1,managed_object2,managed_object3;;
